word,difficulty,trickiness,band,band_label,aoa,syllables,letters,phonemes,freq_pm,pct_known,pos,patterns
unacceptable,6,10,4,Grades 5-6,9.94,5,12,12,5.31,1.0,Adjective,double-letter|-able
overwhelming,6,9,4,Grades 5-6,9.94,4,12,9,4.92,1.0,Adjective,
affirmative,6,10,4,Grades 5-6,10.67,4,11,8,4.73,1.0,Noun,double-letter
interference,6,10,4,Grades 5-6,10.28,4,12,10,4.65,1.0,Noun,-ence
inconvenience,6,10,4,Grades 5-6,9.37,4,13,12,4.43,1.0,Noun,ie/ei|-ence
disappearance,6,10,4,Grades 5-6,9.0,4,13,10,4.31,1.0,Noun,double-letter|-ance
millennium,6,10,4,Grades 5-6,10.78,4,10,8,4.29,1.0,Noun,double-letter
spontaneous,6,9,4,Grades 5-6,9.85,4,11,10,4.18,1.0,Adjective,-eous
occupation,6,10,4,Grades 5-6,10.89,4,10,9,4.12,1.0,Noun,double-letter|-tion
journalism,6,6,4,Grades 5-6,10.35,4,10,9,3.82,1.0,Noun,
unreasonable,6,10,4,Grades 5-6,9.17,4,12,10,3.8,0.95,Adjective,-able
insensitive,6,6,4,Grades 5-6,9.91,4,11,10,3.75,1.0,Adjective,
premonition,6,8,4,Grades 5-6,10.47,4,11,10,3.71,1.0,Noun,-tion
antibiotics,6,4,4,Grades 5-6,9.55,5,11,11,3.67,1.0,Noun,
circulation,6,8,4,Grades 5-6,10.05,4,11,10,3.63,1.0,Noun,-tion
substantial,6,5,4,Grades 5-6,10.67,3,11,10,3.57,1.0,Adjective,
democratic,6,4,4,Grades 5-6,10.22,4,10,10,3.55,1.0,Adjective,
significance,6,10,4,Grades 5-6,10.11,4,12,11,3.49,1.0,Noun,gn|-ance
superstitious,6,10,4,Grades 5-6,9.44,4,13,10,3.43,1.0,Adjective,-ious
restraining,6,8,4,Grades 5-6,10.37,3,11,9,3.35,1.0,Adjective,
evacuation,6,6,4,Grades 5-6,9.56,5,10,11,3.31,1.0,Noun,-tion
fundamental,6,4,4,Grades 5-6,9.9,4,11,11,3.27,1.0,Adjective,
architecture,6,9,4,Grades 5-6,10.06,4,12,9,3.18,1.0,Noun,
programming,6,10,4,Grades 5-6,10.58,3,11,9,3.14,1.0,Noun,double-letter
counterfeit,6,10,4,Grades 5-6,10.83,3,11,8,3.08,1.0,Adjective,ie/ei
conventional,6,6,4,Grades 5-6,9.26,4,12,11,3.04,1.0,Adjective,
invincible,6,7,4,Grades 5-6,10.5,4,10,10,3.02,1.0,Adjective,-ible
predictable,6,7,4,Grades 5-6,10.33,4,11,11,3.02,1.0,Adjective,-able
motivation,6,8,4,Grades 5-6,10.6,4,10,9,2.96,1.0,Noun,-tion
distinction,6,8,4,Grades 5-6,10.35,3,11,10,2.94,1.0,Noun,-tion
exceptional,6,6,4,Grades 5-6,9.5,4,11,10,2.92,1.0,Adjective,
sensitivity,6,4,4,Grades 5-6,9.11,5,11,11,2.9,1.0,Noun,
proceedings,6,10,4,Grades 5-6,10.91,3,11,9,2.86,0.95,Noun,double-letter
accusation,6,10,4,Grades 5-6,10.17,4,10,9,2.8,1.0,Noun,double-letter|-tion
enthusiastic,6,7,4,Grades 5-6,9.17,5,12,11,2.78,1.0,Adjective,
initiative,6,8,4,Grades 5-6,10.12,4,10,8,2.75,0.94,Noun,
commentator,6,10,4,Grades 5-6,10.84,4,11,9,2.73,1.0,Noun,double-letter
delirious,6,8,4,Grades 5-6,10.79,4,9,8,2.65,1.0,Adjective,-ious
equivalent,6,4,4,Grades 5-6,10.26,4,10,10,2.63,1.0,Noun,
persistent,6,5,4,Grades 5-6,10.89,3,10,9,2.59,1.0,Adjective,
coordinate,6,8,4,Grades 5-6,10.89,4,10,9,2.55,1.0,Verb,double-letter
anticipate,6,6,4,Grades 5-6,10.6,4,10,9,2.53,1.0,Verb,
nonetheless,6,10,4,Grades 5-6,10.21,3,11,8,2.53,1.0,Adverb,double-letter
unbearable,6,9,4,Grades 5-6,10.2,4,10,9,2.53,1.0,Adjective,-able
composition,6,8,4,Grades 5-6,9.44,4,11,10,2.43,1.0,Noun,-tion
manufacture,6,6,4,Grades 5-6,10.59,4,11,10,2.43,1.0,Verb,
obstruction,6,8,4,Grades 5-6,10.14,3,11,10,2.39,1.0,Noun,-tion
detonator,6,5,4,Grades 5-6,10.63,4,9,8,2.37,1.0,Noun,
compatible,6,7,4,Grades 5-6,10.16,4,10,10,2.35,1.0,Adjective,-ible
phenomenal,6,6,4,Grades 5-6,10.5,4,10,9,2.31,1.0,Adjective,
congregation,6,8,4,Grades 5-6,9.42,4,12,11,2.29,1.0,Noun,-tion
effectively,6,10,4,Grades 5-6,10.12,4,11,9,2.27,1.0,Adverb,double-letter
intersection,6,9,4,Grades 5-6,10.17,4,12,10,2.27,1.0,Noun,-tion
simulation,6,6,4,Grades 5-6,10.53,4,10,10,2.25,1.0,Noun,-tion
redemption,6,7,4,Grades 5-6,10.89,3,10,9,2.2,1.0,Noun,-tion
ventilation,6,8,4,Grades 5-6,10.39,4,11,10,2.16,1.0,Noun,-tion
accommodate,6,10,4,Grades 5-6,9.9,4,11,8,2.14,1.0,Verb,double-letter
prosperity,6,4,4,Grades 5-6,10.4,4,10,10,2.1,1.0,Noun,
unanimous,6,3,4,Grades 5-6,10.5,4,9,9,2.1,0.95,Adjective,
circumstance,6,10,4,Grades 5-6,9.84,3,12,10,2.06,1.0,Noun,-ance
unavailable,6,9,4,Grades 5-6,9.55,5,11,10,2.06,1.0,Adjective,-able
charitable,6,8,4,Grades 5-6,10.5,4,10,9,2.04,1.0,Adjective,-able
preoccupied,6,10,4,Grades 5-6,9.84,4,11,10,2.0,1.0,Adjective,double-letter|ie/ei
disability,6,4,4,Grades 5-6,9.33,5,10,10,1.98,1.0,Noun,
mythology,6,6,4,Grades 5-6,10.53,4,9,8,1.98,1.0,Noun,
persuasion,6,9,4,Grades 5-6,10.9,3,10,8,1.96,1.0,Noun,-sion
predicament,6,4,4,Grades 5-6,10.26,4,11,11,1.96,1.0,Noun,
apprentice,6,9,4,Grades 5-6,10.58,3,10,8,1.94,1.0,Noun,double-letter
fashionable,6,10,4,Grades 5-6,9.67,4,11,9,1.92,1.0,Adjective,-able
receptionist,6,6,4,Grades 5-6,9.95,4,12,11,1.9,1.0,Noun,
accomplishment,6,10,4,Grades 5-6,9.0,4,14,12,1.88,1.0,Noun,double-letter
assassinate,6,10,4,Grades 5-6,10.11,4,11,8,1.88,1.0,Verb,double-letter
confederate,6,8,4,Grades 5-6,10.1,4,11,9,1.86,1.0,Noun,
indigestion,6,8,4,Grades 5-6,10.11,4,11,10,1.86,1.0,Noun,-tion
unspeakable,6,9,4,Grades 5-6,10.44,4,11,10,1.86,1.0,Adjective,-able
disposable,6,7,4,Grades 5-6,10.11,4,10,10,1.84,1.0,Adjective,-able
imprisonment,6,4,4,Grades 5-6,10.06,4,12,12,1.82,1.0,Noun,
transparent,6,3,4,Grades 5-6,10.67,3,11,11,1.8,1.0,Adjective,
residential,6,6,4,Grades 5-6,9.72,4,11,10,1.78,1.0,Adjective,
stability,6,3,4,Grades 5-6,10.89,4,9,9,1.76,1.0,Noun,
righteousness,6,10,4,Grades 5-6,9.94,3,13,8,1.75,1.0,Noun,double-letter|gh
espionage,6,5,4,Grades 5-6,10.6,4,9,8,1.71,0.83,Noun,
navigation,6,8,4,Grades 5-6,10.2,4,10,9,1.71,1.0,Noun,-tion
meditation,6,8,4,Grades 5-6,10.47,4,10,9,1.65,1.0,Noun,-tion
patriotism,6,4,4,Grades 5-6,9.0,5,10,11,1.65,1.0,Noun,
consecutive,6,4,4,Grades 5-6,10.0,4,11,11,1.63,1.0,Adjective,
inconvenient,6,7,4,Grades 5-6,9.58,4,12,12,1.63,1.0,Adjective,ie/ei
disciplinary,6,8,4,Grades 5-6,9.0,5,12,11,1.61,1.0,Adjective,sc
transporter,6,5,4,Grades 5-6,10.72,3,11,10,1.61,0.95,Noun,
diplomacy,6,3,4,Grades 5-6,10.89,4,9,9,1.59,1.0,Noun,
inability,6,4,4,Grades 5-6,10.67,5,9,9,1.59,1.0,Noun,
visitation,6,8,4,Grades 5-6,10.47,4,10,9,1.59,0.95,Noun,-tion
recycling,6,3,4,Grades 5-6,10.53,4,9,9,1.57,1.0,Noun,
distinctive,6,5,4,Grades 5-6,10.39,3,11,10,1.55,1.0,Adjective,
undertaker,6,8,4,Grades 5-6,10.32,4,10,8,1.53,1.0,Noun,
apparatus,6,10,4,Grades 5-6,10.9,4,9,7,1.51,1.0,Noun,double-letter
judgmental,6,5,4,Grades 5-6,10.68,3,10,9,1.51,1.0,Adjective,
livelihood,6,9,4,Grades 5-6,10.89,3,10,8,1.49,1.0,Noun,double-letter
extravagant,6,4,4,Grades 5-6,9.68,4,11,12,1.45,1.0,Adjective,
resourceful,6,8,4,Grades 5-6,10.65,3,11,9,1.45,1.0,Adjective,
complication,6,8,4,Grades 5-6,9.5,4,12,11,1.39,1.0,Noun,-tion
pedestrian,6,4,4,Grades 5-6,9.75,4,10,10,1.39,1.0,Noun,
capability,6,4,4,Grades 5-6,9.4,5,10,10,1.37,1.0,Noun,
curriculum,6,8,4,Grades 5-6,10.35,4,10,9,1.37,0.94,Noun,double-letter
contradict,6,3,4,Grades 5-6,10.89,3,10,10,1.35,1.0,Verb,
disorderly,6,6,4,Grades 5-6,9.63,4,10,9,1.35,1.0,Adjective,
mastermind,6,5,4,Grades 5-6,10.5,3,10,9,1.35,1.0,Noun,
simplicity,6,4,4,Grades 5-6,9.89,4,10,10,1.35,1.0,Noun,
unthinkable,6,9,4,Grades 5-6,10.11,4,11,10,1.35,1.0,Adjective,-able
citizenship,6,6,4,Grades 5-6,9.95,4,11,10,1.33,1.0,Noun,
initiation,6,8,4,Grades 5-6,9.88,5,10,9,1.33,0.94,Noun,-tion
prospective,6,5,4,Grades 5-6,10.42,3,11,10,1.33,1.0,Adjective,
subscription,6,9,4,Grades 5-6,10.37,3,12,11,1.33,1.0,Noun,sc|-tion
expectation,6,6,4,Grades 5-6,10.32,4,11,11,1.31,1.0,Noun,-tion
controller,6,9,4,Grades 5-6,10.32,3,10,8,1.29,1.0,Noun,double-letter
conversion,6,9,4,Grades 5-6,10.39,3,10,8,1.29,1.0,Noun,-sion
victorious,6,9,4,Grades 5-6,10.05,4,10,9,1.29,1.0,Adjective,-ious
accelerate,6,10,4,Grades 5-6,10.74,4,10,8,1.27,1.0,Verb,double-letter
mutilated,6,3,4,Grades 5-6,10.44,4,9,10,1.27,0.95,Adjective,
susceptible,6,10,4,Grades 5-6,9.94,4,11,10,1.27,0.95,Adjective,sc|-ible
biologist,6,3,4,Grades 5-6,10.9,4,9,9,1.25,1.0,Noun,
consultation,6,8,4,Grades 5-6,9.79,4,12,11,1.25,1.0,Noun,-tion
advancement,6,5,4,Grades 5-6,10.89,3,11,10,1.24,0.95,Noun,
awakening,6,5,4,Grades 5-6,10.89,4,9,8,1.24,1.0,Noun,
contemplate,6,5,4,Grades 5-6,10.58,3,11,10,1.24,1.0,Verb,
unprotected,6,4,4,Grades 5-6,9.26,4,11,11,1.24,1.0,Adjective,
adventurous,6,8,4,Grades 5-6,10.0,4,11,9,1.22,1.0,Adjective,
nourishment,6,9,4,Grades 5-6,9.94,3,11,8,1.22,0.95,Noun,
distasteful,6,5,4,Grades 5-6,10.11,3,11,10,1.18,0.95,Adjective,
interaction,6,9,4,Grades 5-6,9.42,4,11,9,1.18,1.0,Noun,-tion
uncharted,6,5,4,Grades 5-6,10.95,3,9,8,1.18,1.0,Adjective,
aggravation,6,10,4,Grades 5-6,9.11,4,11,9,1.16,1.0,Noun,double-letter|-tion
temperament,6,5,4,Grades 5-6,10.89,3,11,10,1.16,1.0,Noun,
indifferent,6,10,4,Grades 5-6,10.47,3,11,9,1.14,1.0,Adjective,double-letter
likelihood,6,9,4,Grades 5-6,10.89,3,10,8,1.14,1.0,Noun,double-letter
microscopic,6,6,4,Grades 5-6,10.11,4,11,11,1.14,1.0,Adjective,sc
pilgrimage,6,5,4,Grades 5-6,10.5,3,10,9,1.14,0.9,Noun,
reconstruct,6,3,4,Grades 5-6,10.63,3,11,11,1.14,1.0,Verb,
exterminate,6,6,4,Grades 5-6,9.25,4,11,10,1.12,1.0,Verb,
undetected,6,4,4,Grades 5-6,9.89,4,10,10,1.12,1.0,Adjective,
accessible,6,10,4,Grades 5-6,9.94,4,10,9,1.1,1.0,Adjective,double-letter|-ible
diversity,6,5,4,Grades 5-6,10.79,4,9,8,1.1,1.0,Noun,
momentary,6,3,4,Grades 5-6,10.67,4,9,9,1.1,0.95,Adjective,
unrealistic,6,6,4,Grades 5-6,9.58,4,11,10,1.1,1.0,Adjective,
upstanding,6,9,4,Grades 5-6,10.94,3,10,9,1.1,1.0,Adjective,silent-p
aftershave,6,9,4,Grades 5-6,10.42,3,10,7,1.08,1.0,Noun,
indifference,6,10,4,Grades 5-6,9.22,4,12,9,1.08,1.0,Noun,double-letter|-ence
insecurity,6,4,4,Grades 5-6,9.74,5,10,11,1.08,1.0,Noun,
planetary,6,3,4,Grades 5-6,10.33,4,9,9,1.08,1.0,Adjective,
monumental,6,4,4,Grades 5-6,10.59,4,10,11,1.06,0.94,Adjective,
botanical,6,3,4,Grades 5-6,10.78,4,9,9,1.04,0.95,Adjective,
obscenity,6,8,4,Grades 5-6,10.35,4,9,8,1.04,0.94,Noun,sc
unsuspecting,6,6,4,Grades 5-6,9.72,4,12,11,1.04,1.0,Adjective,
incurable,6,7,4,Grades 5-6,10.11,4,9,10,1.02,1.0,Adjective,-able
redecorate,6,8,4,Grades 5-6,9.74,4,10,8,1.02,1.0,Verb,
autopilot,6,5,4,Grades 5-6,10.39,4,9,8,1.0,1.0,Noun,
columnist,6,3,4,Grades 5-6,10.85,3,9,9,1.0,1.0,Noun,
geologist,6,3,4,Grades 5-6,10.47,4,9,9,1.0,1.0,Noun,
insulation,6,8,4,Grades 5-6,10.21,4,10,9,1.0,1.0,Noun,-tion
observatory,6,6,4,Grades 5-6,9.12,5,11,10,1.0,0.94,Noun,
unattended,6,9,4,Grades 5-6,9.8,4,10,9,1.0,1.0,Adjective,double-letter
presentable,6,7,4,Grades 5-6,9.68,4,11,11,0.98,1.0,Adjective,-able
unaccounted,6,10,4,Grades 5-6,10.21,4,11,9,0.98,1.0,Adjective,double-letter
bloodthirsty,6,10,4,Grades 5-6,9.61,3,12,9,0.96,1.0,Adjective,double-letter
expressway,6,8,4,Grades 5-6,10.74,3,10,9,0.96,1.0,Noun,double-letter
indulgence,6,8,4,Grades 5-6,10.74,3,10,9,0.96,1.0,Noun,-ence
magnetism,6,7,4,Grades 5-6,10.94,4,9,10,0.96,1.0,Noun,gn
pentagram,6,3,4,Grades 5-6,10.89,3,9,9,0.96,1.0,Noun,
astonished,6,7,4,Grades 5-6,10.58,3,10,8,0.94,1.0,Adjective,
imaginable,6,7,4,Grades 5-6,9.83,5,10,10,0.94,1.0,Adjective,-able
succession,6,10,4,Grades 5-6,10.76,3,10,8,0.94,1.0,Noun,double-letter|-sion
atmospheric,6,6,4,Grades 5-6,10.11,4,11,10,0.92,1.0,Adjective,
loudspeaker,6,9,4,Grades 5-6,10.0,3,11,8,0.92,1.0,Noun,
rebellious,6,10,4,Grades 5-6,10.26,3,10,8,0.92,1.0,Adjective,double-letter|-ious
supermodel,6,6,4,Grades 5-6,10.37,4,10,9,0.92,1.0,Noun,
developer,6,5,4,Grades 5-6,10.28,4,9,8,0.9,1.0,Noun,
dismantle,6,3,4,Grades 5-6,10.89,3,9,9,0.9,1.0,Verb,
spectator,6,5,4,Grades 5-6,10.89,3,9,8,0.9,1.0,Noun,
sledgehammer,6,10,4,Grades 5-6,9.52,3,12,8,0.88,1.0,Noun,double-letter
speakerphone,6,10,4,Grades 5-6,9.72,3,12,8,0.88,1.0,Noun,
antiseptic,6,4,4,Grades 5-6,9.95,4,10,10,0.86,0.95,Adjective,
decorative,6,7,4,Grades 5-6,10.1,3,10,8,0.86,1.0,Adjective,
indicator,6,5,4,Grades 5-6,10.33,4,9,8,0.86,1.0,Noun,
unsuccessful,6,9,4,Grades 5-6,9.42,4,12,11,0.86,1.0,Adjective,double-letter
untouchable,6,10,4,Grades 5-6,9.39,4,11,9,0.86,1.0,Adjective,-able
activation,6,8,4,Grades 5-6,9.78,4,10,9,0.84,1.0,Noun,-tion
middleweight,6,10,4,Grades 5-6,9.83,3,12,8,0.84,0.9,Noun,double-letter|ie/ei|gh
positioning,6,8,4,Grades 5-6,10.06,4,11,9,0.84,1.0,Noun,
projectile,6,5,4,Grades 5-6,10.21,3,10,9,0.84,1.0,Noun,
saturated,6,6,4,Grades 5-6,10.63,4,9,8,0.84,1.0,Adjective,
distressing,6,10,4,Grades 5-6,10.32,3,11,9,0.82,1.0,Adjective,double-letter
persistence,6,10,4,Grades 5-6,10.28,3,11,9,0.82,1.0,Noun,-ence
recruitment,6,5,4,Grades 5-6,10.5,3,11,10,0.82,1.0,Noun,
unresolved,6,5,4,Grades 5-6,10.05,3,10,9,0.82,1.0,Adjective,
discouraging,6,10,4,Grades 5-6,9.11,4,12,9,0.8,1.0,Adjective,sc
footlocker,6,10,4,Grades 5-6,10.95,3,10,7,0.8,1.0,Noun,double-letter
middleman,6,8,4,Grades 5-6,10.89,3,9,8,0.8,1.0,Noun,double-letter
respective,6,5,4,Grades 5-6,10.78,3,10,9,0.8,1.0,Adjective,
vegetation,6,8,4,Grades 5-6,10.58,4,10,9,0.8,0.95,Noun,-tion
advisable,6,7,4,Grades 5-6,10.75,4,9,9,0.78,1.0,Adjective,-able
commonplace,6,10,4,Grades 5-6,10.17,3,11,9,0.78,1.0,Adjective,double-letter
confinement,6,5,4,Grades 5-6,10.7,3,11,10,0.78,1.0,Noun,
dehydration,6,8,4,Grades 5-6,9.37,4,11,10,0.78,1.0,Noun,-tion
immaculate,6,7,4,Grades 5-6,9.72,4,10,10,0.78,0.95,Adjective,double-letter
responsive,6,5,4,Grades 5-6,10.58,3,10,9,0.78,1.0,Adjective,
simulator,6,3,4,Grades 5-6,10.11,4,9,9,0.78,1.0,Noun,
uneventful,6,4,4,Grades 5-6,10.42,4,10,10,0.78,1.0,Adjective,
complement,6,3,4,Grades 5-6,10.22,3,10,10,0.76,1.0,Noun,
relocation,6,8,4,Grades 5-6,9.95,4,10,9,0.76,1.0,Noun,-tion
womanhood,6,8,4,Grades 5-6,10.65,3,9,8,0.76,1.0,Noun,double-letter
christening,6,9,4,Grades 5-6,10.56,3,11,8,0.75,1.0,Noun,
crucifixion,6,4,4,Grades 5-6,9.2,4,11,11,0.75,1.0,Noun,
handiwork,6,5,4,Grades 5-6,10.79,3,9,8,0.75,1.0,Noun,
researcher,6,10,4,Grades 5-6,10.22,3,10,6,0.75,0.95,Noun,
scrumptious,6,10,4,Grades 5-6,10.32,2,11,9,0.75,1.0,Adjective,sc|-ious
suffocation,6,10,4,Grades 5-6,9.84,4,11,9,0.75,1.0,Noun,double-letter|-tion
vaccination,6,10,4,Grades 5-6,9.17,4,11,10,0.75,1.0,Noun,double-letter|-tion
backgammon,6,9,4,Grades 5-6,10.0,3,10,8,0.73,1.0,Noun,double-letter
bacterial,6,3,4,Grades 5-6,10.55,4,9,9,0.73,1.0,Adjective,
cartilage,6,5,4,Grades 5-6,10.94,3,9,8,0.73,0.94,Noun,
chameleon,6,5,4,Grades 5-6,10.18,4,9,8,0.73,0.85,Noun,
fundraising,6,8,4,Grades 5-6,9.4,3,11,9,0.73,1.0,Noun,
profanity,6,3,4,Grades 5-6,10.58,4,9,9,0.73,1.0,Noun,
respirator,6,8,4,Grades 5-6,10.11,4,10,8,0.73,1.0,Noun,
symbolism,6,3,4,Grades 5-6,10.74,4,9,10,0.73,1.0,Noun,
agonizing,6,5,4,Grades 5-6,10.89,4,9,8,0.71,1.0,Adjective,
alteration,6,9,4,Grades 5-6,10.17,4,10,8,0.71,1.0,Noun,-tion
astronomer,6,6,4,Grades 5-6,9.85,4,10,9,0.71,1.0,Noun,
flirtation,6,9,4,Grades 5-6,10.53,3,10,8,0.71,1.0,Noun,-tion
stereotype,6,6,4,Grades 5-6,10.56,4,10,9,0.71,1.0,Noun,
tabernacle,6,6,4,Grades 5-6,10.5,4,10,9,0.71,0.78,Noun,
unguarded,6,5,4,Grades 5-6,10.58,3,9,8,0.71,0.97,Adjective,
ascending,6,9,4,Grades 5-6,10.84,3,9,7,0.69,1.0,Adjective,sc
barracuda,6,8,4,Grades 5-6,9.89,4,9,8,0.69,1.0,Noun,double-letter
bestseller,6,9,4,Grades 5-6,10.0,3,10,8,0.69,1.0,Noun,double-letter
coffeehouse,6,10,4,Grades 5-6,10.11,3,11,7,0.69,1.0,Noun,double-letter
gatekeeper,6,10,4,Grades 5-6,9.94,3,10,7,0.69,1.0,Noun,double-letter
mobility,6,3,4,Grades 5-6,10.94,4,8,8,0.69,1.0,Noun,
smorgasbord,6,3,4,Grades 5-6,9.46,3,11,11,0.69,0.68,Noun,
unbalanced,6,5,4,Grades 5-6,10.63,3,10,9,0.69,1.0,Adjective,
admittance,6,10,4,Grades 5-6,10.39,3,10,8,0.67,1.0,Noun,double-letter|-ance
centerfold,6,5,4,Grades 5-6,10.8,3,10,9,0.67,1.0,Adjective,
antibiotic,6,4,4,Grades 5-6,9.53,5,10,10,0.65,1.0,Noun,
magnificence,6,10,4,Grades 5-6,9.44,4,12,11,0.65,1.0,Noun,gn|-ence
awkwardness,6,10,4,Grades 5-6,9.89,3,11,8,0.63,1.0,Noun,double-letter
heartbreaker,6,9,4,Grades 5-6,9.11,3,12,9,0.63,1.0,Noun,
irritation,6,10,4,Grades 5-6,9.84,4,10,8,0.63,1.0,Noun,double-letter|-tion
manageable,6,8,4,Grades 5-6,9.94,4,10,9,0.63,1.0,Adjective,-able
sassafras,6,8,4,Grades 5-6,10.53,3,9,8,0.63,0.83,Noun,double-letter
shimmering,6,10,4,Grades 5-6,10.05,3,10,6,0.63,1.0,Adjective,double-letter
unwritten,6,10,4,Grades 5-6,10.68,3,9,7,0.63,1.0,Adjective,double-letter|silent-w
customized,6,5,4,Grades 5-6,10.56,3,10,9,0.61,1.0,Adjective,
grandstand,6,2,4,Grades 5-6,10.83,2,10,10,0.61,1.0,Noun,
infomercial,6,8,4,Grades 5-6,9.76,4,11,9,0.61,0.94,Adjective,
simpleton,6,3,4,Grades 5-6,10.88,3,9,9,0.61,0.89,Noun,
unsupervised,6,8,4,Grades 5-6,9.39,4,12,10,0.61,1.0,Adjective,
formulate,6,3,4,Grades 5-6,10.75,3,9,9,0.59,0.89,Verb,
unbridled,6,3,4,Grades 5-6,10.93,3,9,9,0.59,0.83,Adjective,
unscheduled,6,9,4,Grades 5-6,9.89,3,11,9,0.59,1.0,Adjective,sc
enchantment,6,5,4,Grades 5-6,10.16,3,11,10,0.57,1.0,Noun,
multitude,6,5,4,Grades 5-6,10.8,3,9,8,0.57,1.0,Noun,
percussion,6,10,4,Grades 5-6,10.47,3,10,7,0.57,1.0,Noun,double-letter|-sion
repetitive,6,6,4,Grades 5-6,9.11,4,10,9,0.57,1.0,Adjective,
thunderclap,6,8,4,Grades 5-6,9.44,3,11,9,0.57,0.95,Noun,
longevity,6,3,4,Grades 5-6,10.72,4,9,9,0.55,1.0,Noun,
plainclothes,6,10,4,Grades 5-6,9.76,2,12,8,0.55,0.94,Noun,
sportsmanship,6,6,4,Grades 5-6,9.28,3,13,12,0.55,1.0,Noun,
unattached,6,10,4,Grades 5-6,10.55,3,10,7,0.55,1.0,Adjective,double-letter
usefulness,6,8,4,Grades 5-6,10.3,3,10,9,0.55,1.0,Noun,double-letter
workaholic,6,6,4,Grades 5-6,10.11,4,10,9,0.55,1.0,Adjective,
forevermore,6,6,4,Grades 5-6,9.33,4,11,10,0.53,1.0,Noun,
linoleum,6,3,4,Grades 5-6,10.5,4,8,8,0.53,1.0,Noun,
menstrual,6,3,4,Grades 5-6,10.83,3,9,9,0.53,1.0,Adjective,
nearsighted,6,10,4,Grades 5-6,9.44,3,11,8,0.53,1.0,Adjective,gh
transformer,6,5,4,Grades 5-6,10.11,3,11,10,0.53,1.0,Noun,
carnivorous,6,8,4,Grades 5-6,9.67,4,11,9,0.51,1.0,Adjective,
deceptive,6,5,4,Grades 5-6,10.83,3,9,8,0.51,1.0,Adjective,
hammerhead,6,10,4,Grades 5-6,10.15,3,10,7,0.51,1.0,Noun,double-letter|rh
inaccurate,6,10,4,Grades 5-6,10.41,4,10,8,0.51,1.0,Adjective,double-letter
quivering,6,7,4,Grades 5-6,10.74,3,9,7,0.51,1.0,Adjective,
restriction,6,8,4,Grades 5-6,9.72,3,11,10,0.51,1.0,Noun,-tion
suggestive,6,8,4,Grades 5-6,9.95,3,10,9,0.51,1.0,Adjective,double-letter
unforgiving,6,8,4,Grades 5-6,9.53,4,11,9,0.51,1.0,Adjective,
disbelief,6,8,4,Grades 5-6,10.68,3,9,8,0.49,1.0,Noun,ie/ei
embroidery,6,8,4,Grades 5-6,10.17,4,10,8,0.49,1.0,Noun,
estimation,6,8,4,Grades 5-6,9.79,4,10,9,0.49,1.0,Noun,-tion
horseradish,6,8,4,Grades 5-6,9.94,3,11,9,0.49,1.0,Noun,
influenza,6,3,4,Grades 5-6,10.37,4,9,9,0.49,1.0,Noun,
tenderfoot,6,9,4,Grades 5-6,10.88,3,10,8,0.49,0.89,Noun,double-letter
turnaround,6,9,4,Grades 5-6,10.58,3,10,7,0.49,1.0,Noun,
blistering,6,7,4,Grades 5-6,9.83,3,10,8,0.47,1.0,Adjective,
comparable,6,8,4,Grades 5-6,9.37,4,10,9,0.47,1.0,Adjective,-able
congestion,6,7,4,Grades 5-6,10.2,3,10,9,0.47,1.0,Noun,-tion
decompose,6,5,4,Grades 5-6,10.48,3,9,8,0.47,1.0,Verb,
evaporate,6,8,4,Grades 5-6,10.05,4,9,7,0.47,1.0,Verb,
excitable,6,7,4,Grades 5-6,9.79,4,9,9,0.47,1.0,Adjective,-able
fiberglass,6,9,4,Grades 5-6,10.84,3,10,8,0.47,1.0,Noun,double-letter
furnishings,6,9,4,Grades 5-6,10.28,3,11,8,0.47,1.0,Noun,
moisturizer,6,9,4,Grades 5-6,9.33,4,11,8,0.47,1.0,Noun,
motherland,6,7,4,Grades 5-6,10.12,3,10,8,0.47,0.89,Noun,
traitorous,6,9,4,Grades 5-6,10.94,3,10,7,0.47,0.94,Adjective,
aquamarine,6,8,4,Grades 5-6,9.94,4,10,8,0.45,1.0,Adjective,
assertive,6,10,4,Grades 5-6,10.44,3,9,6,0.45,1.0,Adjective,double-letter
catholicism,6,4,4,Grades 5-6,9.77,4,11,11,0.45,1.0,0.45,
dispersal,6,5,4,Grades 5-6,10.84,3,9,8,0.45,0.95,Noun,
engraving,6,5,4,Grades 5-6,10.58,3,9,8,0.45,1.0,Noun,
geometric,6,3,4,Grades 5-6,10.33,4,9,9,0.45,1.0,Adjective,
overcrowded,6,8,4,Grades 5-6,9.11,4,11,9,0.45,1.0,Adjective,
tolerable,6,8,4,Grades 5-6,10.0,4,9,8,0.45,1.0,Adjective,-able
boysenberry,6,10,4,Grades 5-6,9.39,4,11,9,0.43,0.95,Noun,double-letter
computing,6,3,4,Grades 5-6,10.36,3,9,9,0.43,1.0,Noun,
deafening,6,7,4,Grades 5-6,10.95,3,9,7,0.43,1.0,Adjective,
foreground,6,7,4,Grades 5-6,10.85,2,10,8,0.43,1.0,Noun,
headliner,6,7,4,Grades 5-6,10.9,3,9,7,0.43,1.0,Noun,
mischievous,6,10,4,Grades 5-6,9.17,3,11,8,0.43,1.0,Adjective,ie/ei|sc
organizer,6,6,4,Grades 5-6,9.55,4,9,8,0.43,1.0,Noun,
receptacle,6,4,4,Grades 5-6,10.24,4,10,10,0.43,0.94,Noun,
